Poem Name,type,Author,Year,Lime,Is metaphor available?,Count,Source,Target,Meaning
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,මගේ පුතා නැළවෙනවා,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,එය නැති නම් පිරිමි කම යි,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,සිංහල සිතිවිලි මෙහෙම යි,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,පුත නුඹටත් එය උරුමයි,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,බන් දාජය කෙහෙළි අකනිට පද හිම්මේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,සින්දා කළ එතෙක් රිපු සිරිලක් අම්මේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,වැන්දා මෙන්න මුදුනත් නඟමින් දැම්මේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,අසව් අතීතය දැන් කියන තොර තු රු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,දවව් නිසරු බව සිය රජයෙහි සතුරු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,සිතව් එයම බව සිය රජයෙහි යතුරු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,අදහස මෙලෙස ඇතියේ හේ මිනිසෙක් ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,විද සිය කිරණ පොබයන වන තඹුරු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,උදා ගිරි හිසට දිනකර වඩින තුරු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,නිඳා ගැනුම හොඳ නැහැ එය කරනු දුරු,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,බහල ගතර දෙමළ උවදුරු අඳුරු අළුගොඩ සොලව සොලවා,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,තුමුල සොහොවුරු සමඟි බව සැඩ සමීරණ බල එළව එළවා,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,සකල රුපුසෙන් වන ලැහැප් ගිරි දුදුළු සැම තැන් වෙළව වෙළ වා,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,ස ඳු ගේ රස් දහර මිහිපිට මිදුණු ලෙ සේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,කඳු හිස් වළ ගොඩැලි ගත මී දුමින් වැසේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,නුදුරින් ඇසෙන ගොපලුගෙ බටනලා රසේ,නැත,0,,,
ජාතිය රන් විමනක් වේ,Standard,පූජ්‍ය ටිබෙට් එස්. මහින්ද හිමි,2001,මුදු මඳ පවන මුසු වන සැටි කියමි කෙසේ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,එහි වටදාගෙය වැඳියොත් වැඩෙයි පින,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,සුවිපුල සොමි ගුණෙන් පැරයූ සුපුන් සඳ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,ගොපුර සිරි දකු මමිතුර නඳිනි,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,තරසර ගුණැ'ති එනිරිඳු ගිරිනිඳු පබඳ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,මනහර කුලුණු සිලිලො' ත වන් වලා රොද,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,ස හ තොස මෙ අප නරනිඳු සඳ වැජඹි සඳ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,මිටු ගත හැකි තුනු වලඟින් නිමලේ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,පටු නළලැති ළඳ සොඳ මුව කමලේ,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,ලකුළුව රඟ දෙන ලිය රුවිනු'දුලා,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,සලෙළුව න'ළලත් විද විද නොවලා,නැත,0,,,
තිසර සංදේශය,Standard,තිසරකරු,,මදළුව සැතපිණි සිය කැමිනො'බලා,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,ඇඳගත් අඳුරු නිල් දුහුලින් ගත වොරැඳී,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,පහනින් ඇය’ත වූ දැක ඔහු මුව ළබැඳී,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,සිරියෙන් යොවුන් තරුණිය නෙතු යුග පැහැදී,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,නිදහස් මලේ මල් මුවරද සියබස ය,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,සිය බස් රොනේ මී නිවහල් අදහස ය,නැත,0,,,
දක්ෂිණ කාව්‍ය සංග්‍රහය,Standard,,,මෙ සබඳ නොමැති කවි පබැඳුම් නී රසය,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,මනහර සෙත් පුරට පැමිණෙවු සව් සතුනි,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,සතොස් රජ සිරින් පැමිණෙවු නිවන් පුරා,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,තිරසර ගුණෙන් යුතු මහතකු හට පවර,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,පුවතර මෙ දඹදිව මළුවෙක සිය ගෙදොර,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,ඔහු කර නොවන සැපතක් එ බැවින් කවර,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,සියුම් නිය තලෙන් ගත කුඹුයොත් සින,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,උතුම් හිස්වැල්ල නම් ගම ගිම් සොබන,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,දහම් දජ නැමැති පඬිවර හට නඳන,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,සියපත සිය සිය පත සියපත නමුදු,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,පුවතර තුමුල මත වරණිඳුට නැගෙමිනි,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,කිවි ගජ බින්න කළ එකසර කෙසර යුර,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,අලගිය වන්න මුකවෙටි නැමැති කිවියර,නැත,0,,,
සුභාෂිතය,Standard,අලගියවන්න මුකවැටි,2015,යුතු පද සන්න මේ කව කළෙය අමයුර,නැත,0,,,
හද බැඳි ජන කවි,Standard,ලාල් ගුණසේකර,1999,සඳලු තලේ සඳ මුවහ කරන් නේ,නැත,0,,,
හද බැඳි ජන කවි,Standard,ලාල් ගුණසේකර,1999,දස්කොන් හිමි අද කොයිබද යන් නේ,නැත,0,,,
හද බැඳි ජන කවි,Standard,ලාල් ගුණසේකර,1999,පෙමට පිදූ හද ලා සෝ ගින් නේ,නැත,0,,,
හද බැඳි ජන කවි,Standard,ලාල් ගුණසේකර,1999,දස්කොන් හිමි අද කොයිබද යන් නේ,නැත,0,,,
